rank,release_date,primary_title,budget,domestic_gross,worldwide_gross_raw,release_year,month,vote_average,vote_count,genre_ids,primary_genre,worldwide_gross_millions,budget_millions,domestic_gross_millions,roi_percent
40,2003-07-25,Mondays in the Sun,4000000.0,146402.0,146402.0,2003,7,,,,,0.146402,4.0,0.146402,-96.34
41,2015-06-19,Manglehorn,4000000.0,132270.0,797439.0,2015,6,5.4,94.0,[18],Drama,0.797439,4.0,0.13227,-80.06
42,2010-04-02,Tau ming chong,4000000.0,129078.0,38899792.0,2010,4,,,,,38.899792,4.0,0.129078,872.49
43,2011-04-01,Trust,4000000.0,120016.0,120016.0,2011,4,6.6,556.0,"[80, 18, 53]",Crime,0.120016,4.0,0.120016,-97.0
44,2000-12-22,An Everlasting Piece,4000000.0,75078.0,75078.0,2000,12,,,,,0.075078,4.0,0.075078,-98.12
45,1999-03-26,Among Giants,4000000.0,64359.0,64359.0,1999,3,,,,,0.064359,4.0,0.064359,-98.39
46,1999-07-16,The Velocity of Gary,4000000.0,34145.0,34145.0,1999,7,,,,,0.034145,4.0,0.034145,-99.15
47,2011-04-22,Stake Land,4000000.0,33245.0,679482.0,2011,4,6.2,415.0,"[18, 27, 878]",Drama,0.679482,4.0,0.033245,-83.01
48,2015-02-27,Praia do Futuro,4000000.0,20620.0,760678.0,2015,2,,,,,0.760678,4.0,0.02062,-80.98
49,2002-12-27,Sonny,4000000.0,17639.0,17639.0,2002,12,,,,,0.017639,4.0,0.017639,-99.56
50,1997-06-20,The Last Time I Committed Suicide,4000000.0,12836.0,12836.0,1997,6,,,,,0.012836,4.0,0.012836,-99.68
51,2014-04-18,13 Sins,4000000.0,9134.0,47552.0,2014,4,6.3,576.0,"[27, 53]",Horror,0.047552,4.0,0.009134,-98.81
52,2011-11-18,Another Happy Day,4000000.0,9120.0,978527.0,2011,11,6.1,60.0,"[35, 18]",Comedy,0.978527,4.0,0.00912,-75.54
53,2013-02-22,Inescapable,4000000.0,4327.0,4327.0,2013,2,5.2,27.0,"[53, 10749]",Thriller,0.004327,4.0,0.004327,-99.89
68,1939-12-15,Gone with the Wind,3900000.0,198680470.0,390525192.0,1939,12,,,,,390.525192,3.9,198.68047,9913.47
69,1966-12-12,A Man for All Seasons,3900000.0,28350000.0,28350000.0,1966,12,,,,,28.35,3.9,28.35,626.92
70,1925-12-30,Ben-Hur: A Tale of the Christ,3900000.0,9000000.0,9000000.0,1925,12,,,,,9.0,3.9,9.0,130.77
71,1976-01-01,Network,3800000.0,23689877.0,23689877.0,1976,1,,,,,23.689877,3.8,23.689877,523.42
72,2011-01-14,Down for Life,3800000.0,41914.0,41914.0,2011,1,,,,,0.041914,3.8,0.041914,-98.9
73,2010-04-30,The Good Heart,3800000.0,20930.0,340930.0,2010,4,6.4,30.0,"[18, 35, 10749]",Drama,0.34093,3.8,0.02093,-91.03
74,1965-04-07,Major Dundee,3800000.0,14873.0,14873.0,1965,4,,,,,0.014873,3.8,0.014873,-99.61
75,2018-10-05,Hevi reissu,3800000.0,10153.0,10153.0,2018,10,,,,,0.010153,3.8,0.010153,-99.73
77,1950-05-17,Annie Get Your Gun,3768785.0,8000000.0,8000000.0,1950,5,,,,,8.0,3.768785,8.0,112.27
78,2006-08-11,Casa de Areia,3750000.0,539285.0,1178175.0,2006,8,,,,,1.178175,3.75,0.539285,-68.58
79,2010-11-05,Four Lions,3750000.0,310007.0,2436111.0,2010,11,7.0,621.0,"[35, 80, 18]",Comedy,2.436111,3.75,0.310007,-35.04
80,2010-02-19,Defendor,3750000.0,44462.0,44462.0,2010,2,6.4,295.0,"[18, 28, 35, 80]",Drama,0.044462,3.75,0.044462,-98.81
81,1970-05-13,The Ballad of Cable Hogue,3716946.0,3500000.0,5000000.0,1970,5,,,,,5.0,3.716946,3.5,34.52
82,1948-05-20,The Pirate,3700000.0,2956000.0,2956000.0,1948,5,,,,,2.956,3.7,2.956,-20.11
83,2006-11-21,The History Boys,3700000.0,2730296.0,13447998.0,2006,11,,,,,13.447998,3.7,2.730296,263.46
84,2006-11-03,Unknown,3700000.0,26403.0,3355048.0,2006,11,6.6,2043.0,"[28, 9648, 53]",Action,3.355048,3.7,0.026403,-9.32
85,1969-05-25,Midnight Cowboy,3600000.0,44785053.0,44785053.0,1969,5,,,,,44.785053,3.6,44.785053,1144.03
86,2008-10-10,Billy: The Early Years of Billy Graham,3600000.0,320896.0,320896.0,2008,10,,,,,0.320896,3.6,0.320896,-91.09
88,1980-07-04,Airplane!,3500000.0,83453539.0,83453539.0,1980,7,,,,,83.453539,3.5,83.453539,2284.39
89,1970-01-01,M*A*S*H,3500000.0,81600000.0,81600000.0,1970,1,,,,,81.6,3.5,81.6,2231.43
90,1997-08-13,The Full Monty,3500000.0,45950122.0,261249383.0,1997,8,,,,,261.249383,3.5,45.950122,7364.27
91,2018-04-13,Truth or Dare,3500000.0,41411015.0,95127344.0,2018,4,5.6,194.0,"[27, 53, 9648]",Horror,95.127344,3.5,41.411015,2617.92
91,2018-04-13,Truth or Dare,3500000.0,41411015.0,95127344.0,2018,4,5.2,50.0,[27],Horror,95.127344,3.5,41.411015,2617.92
91,2018-04-13,Truth or Dare,3500000.0,41411015.0,95127344.0,2018,4,6.0,2005.0,"[53, 27]",Thriller,95.127344,3.5,41.411015,2617.92
92,1993-05-26,Menace II Society,3500000.0,27731527.0,27731527.0,1993,5,,,,,27.731527,3.5,27.731527,692.33
93,1995-04-26,Friday,3500000.0,27467564.0,27936778.0,1995,4,,,,,27.936778,3.5,27.467564,698.19
94,2016-02-19,The Witch,3500000.0,25138705.0,40454520.0,2016,2,6.6,2931.0,"[9648, 27]",Mystery,40.45452,3.5,25.138705,1055.84
94,2016-02-19,The Witch,3500000.0,25138705.0,40454520.0,2016,2,6.6,2931.0,"[9648, 27]",Mystery,40.45452,3.5,25.138705,1055.84
95,2018-02-02,Winchester,3500000.0,25091816.0,44378040.0,2018,2,5.7,884.0,"[14, 9648, 53, 27]",Fantasy,44.37804,3.5,25.091816,1167.94
96,2002-12-06,Empire,3500000.0,17504595.0,18495444.0,2002,12,,,,,18.495444,3.5,17.504595,428.44
97,2013-02-22,Dark Skies,3500000.0,17418667.0,27704111.0,2013,2,6.1,1004.0,"[878, 53, 27]",Sci-Fi,27.704111,3.5,17.418667,691.55
98,2018-01-19,Forever My Girl,3500000.0,16376066.0,16376066.0,2018,1,7.4,406.0,"[10749, 18, 10402]",Romance,16.376066,3.5,16.376066,367.89
99,1987-05-01,Creepshow 2,3500000.0,14000000.0,14000000.0,1987,5,,,,,14.0,3.5,14.0,300.0
100,1967-12-14,In Cold Blood,3500000.0,13000000.0,13007551.0,1967,12,,,,,13.007551,3.5,13.0,271.64
1,1959-07-18,The Nun's Story,3500000.0,12800000.0,12800000.0,1959,7,,,,,12.8,3.5,12.8,265.71
2,1972-06-21,Frenzy,3500000.0,12600000.0,12600000.0,1972,6,,,,,12.6,3.5,12.6,260.0
3,1966-02-23,Harper,3500000.0,12000000.0,12000000.0,1966,2,,,,,12.0,3.5,12.0,242.86
4,1998-05-27,I Got the Hook-Up!,3500000.0,10317779.0,10317779.0,1998,5,,,,,10.317779,3.5,10.317779,194.79
5,1996-08-23,She's the One,3500000.0,9482579.0,13795053.0,1996,8,,,,,13.795053,3.5,9.482579,294.14
6,1980-01-01,Terror Train,3500000.0,8000000.0,8000000.0,1980,1,,,,,8.0,3.5,8.0,128.57
7,1998-11-06,Gods and Monsters,3500000.0,6451628.0,6451628.0,1998,11,,,,,6.451628,3.5,6.451628,84.33
8,2010-04-16,El secreto de sus ojos,3500000.0,6391436.0,40527719.0,2010,4,,,,,40.527719,3.5,6.391436,1057.93
9,1987-03-13,Evil Dead II,3500000.0,5923044.0,5926177.0,1987,3,,,,,5.926177,3.5,5.923044,69.32
10,1985-06-30,Day of the Dead,3500000.0,5804262.0,34004262.0,1985,6,,,,,34.004262,3.5,5.804262,871.55
11,2018-05-18,First Reformed,3500000.0,3448256.0,3874772.0,2018,5,6.9,446.0,[18],Drama,3.874772,3.5,3.448256,10.71
12,2001-06-29,Pootie Tang,3500000.0,3293258.0,3293258.0,2001,6,,,,,3.293258,3.5,3.293258,-5.91
13,2016-12-02,Believe,3500000.0,890303.0,890303.0,2016,12,5.9,12.0,[18],Drama,0.890303,3.5,0.890303,-74.56
13,2016-12-02,Believe,3500000.0,890303.0,890303.0,2016,12,6.5,11.0,[18],Drama,0.890303,3.5,0.890303,-74.56
14,2000-04-19,La otra conquista,3500000.0,886410.0,886410.0,2000,4,,,,,0.88641,3.5,0.88641,-74.67
15,2016-09-30,American Honey,3500000.0,663247.0,2611750.0,2016,9,6.7,417.0,[18],Drama,2.61175,3.5,0.663247,-25.38
16,2016-03-18,The Bronze,3500000.0,615816.0,615816.0,2016,3,5.8,186.0,"[18, 35]",Drama,0.615816,3.5,0.615816,-82.41
16,2016-03-18,The Bronze,3500000.0,615816.0,615816.0,2016,3,5.8,186.0,"[18, 35]",Drama,0.615816,3.5,0.615816,-82.41
17,2011-06-10,Trolljegeren,3500000.0,253444.0,5706638.0,2011,6,,,,,5.706638,3.5,0.253444,63.05
18,2007-09-14,Ira and Abby,3500000.0,221096.0,221096.0,2007,9,,,,,0.221096,3.5,0.221096,-93.68
19,2016-01-08,The Masked Saint,3500000.0,182695.0,182695.0,2016,1,3.5,16.0,"[80, 28]",Crime,0.182695,3.5,0.182695,-94.78
20,2006-02-17,Winter Passing,3500000.0,107492.0,113783.0,2006,2,,,,,0.113783,3.5,0.107492,-96.75
21,2005-03-25,D.E.B.S.,3500000.0,96793.0,96793.0,2005,3,,,,,0.096793,3.5,0.096793,-97.23
22,2016-06-03,Time to Choose,3500000.0,29233.0,29233.0,2016,6,,,,,0.029233,3.5,0.029233,-99.16
23,2009-06-26,Surveillance,3500000.0,27349.0,1396395.0,2009,6,,,,,1.396395,3.5,0.027349,-60.1
24,1999-09-17,Taxman,3500000.0,9871.0,9871.0,1999,9,,,,,0.009871,3.5,0.009871,-99.72
33,2013-05-17,Jagten,3450000.0,687185.0,18309793.0,2013,5,,,,,18.309793,3.45,0.687185,430.72
35,2005-06-24,La marche de l'empereur,3400000.0,77437223.0,133276359.0,2005,6,,,,,133.276359,3.4,77.437223,3819.89
36,1977-12-23,High Anxiety,3400000.0,31063038.0,31063038.0,1977,12,,,,,31.063038,3.4,31.063038,813.62
37,2011-10-21,Margin Call,3400000.0,5353586.0,20433227.0,2011,10,6.8,856.0,"[53, 18]",Thriller,20.433227,3.4,5.353586,500.98
38,2008-09-26,Choke,3400000.0,2926565.0,4124277.0,2008,9,,,,,4.124277,3.4,2.926565,21.3
39,2004-04-23,L\'incomparable mademoiselle C.,3400000.0,493905.0,493905.0,2004,4,,,,,0.493905,3.4,0.493905,-85.47
40,2008-07-11,August,3400000.0,12636.0,12636.0,2008,7,6.6,19.0,[18],Drama,0.012636,3.4,0.012636,-99.63
43,2014-10-10,Whiplash,3300000.0,13092006.0,38969037.0,2014,10,7.9,94.0,"[18, 10402]",Drama,38.969037,3.3,13.092006,1080.88
43,2014-10-10,Whiplash,3300000.0,13092006.0,38969037.0,2014,10,8.4,7908.0,"[18, 10402]",Drama,38.969037,3.3,13.092006,1080.88
44,2007-10-26,Bella,3300000.0,8093373.0,12405473.0,2007,10,,,,,12.405473,3.3,8.093373,275.92
45,2003-01-17,Cidade de Deus,3300000.0,7563397.0,32059295.0,2003,1,,,,,32.059295,3.3,7.563397,871.49
46,2000-05-05,Human Traffic,3300000.0,104257.0,5422740.0,2000,5,,,,,5.42274,3.3,0.104257,64.33
47,2006-12-29,The Dead Girl,3300000.0,19875.0,19875.0,2006,12,,,,,0.019875,3.3,0.019875,-99.4
49,1983-11-18,A Christmas Story,3250000.0,20605209.0,20605209.0,1983,11,,,,,20.605209,3.25,20.605209,534.01
50,1982-08-20,Class of 1984,3250000.0,6965361.0,6965361.0,1982,8,,,,,6.965361,3.25,6.965361,114.32
51,2009-01-30,Entre les murs,3250000.0,3766810.0,34114067.0,2009,1,,,,,34.114067,3.25,3.76681,949.66
52,1999-10-29,Dreaming of Joseph Lees,3250000.0,7680.0,7680.0,1999,10,,,,,0.00768,3.25,0.00768,-99.76
53,1968-06-12,Rosemary's Baby,3200000.0,33395426.0,33395426.0,1968,6,,,,,33.395426,3.2,33.395426,943.61
54,2018-07-06,Sorry to Bother You,3200000.0,17493096.0,18285560.0,2018,7,6.9,481.0,"[14, 878, 35]",Fantasy,18.28556,3.2,17.493096,471.42
55,1962-04-22,The Man Who Shot Liberty Valance,3200000.0,8000000.0,8000000.0,1962,4,,,,,8.0,3.2,8.0,150.0
56,2004-07-16,Maria Full of Grace,3200000.0,6529624.0,14441158.0,2004,7,,,,,14.441158,3.2,6.529624,351.29
57,2011-06-03,Beginners,3200000.0,5790894.0,14314407.0,2011,6,6.9,532.0,"[18, 10749, 35]",Drama,14.314407,3.2,5.790894,347.33
58,2016-04-22,The Meddler,3200000.0,4267219.0,5526942.0,2016,4,5.8,186.0,"[35, 18]",Comedy,5.526942,3.2,4.267219,72.72
59,2009-07-29,Adam,3200000.0,2283291.0,2834485.0,2009,7,,,,,2.834485,3.2,2.283291,-11.42
60,2006-09-22,Feast,3200000.0,56131.0,690872.0,2006,9,8.0,578.0,"[16, 35, 18, 10751]",Animation,0.690872,3.2,0.056131,-78.41
61,1946-12-20,Itâs a Wonderful Life,3180000.0,6600000.0,10768908.0,1946,12,,,,,10.768908,3.18,6.6,238.64
62,1996-07-19,Trainspotting,3100000.0,16501785.0,71558971.0,1996,7,,,,,71.558971,3.1,16.501785,2208.35
64,1978-07-28,National Lampoon's Animal House,3000000.0,141600000.0,141600000.0,1978,7,,,,,141.6,3.0,141.6,4620.0
65,2010-10-20,Paranormal Activity 2,3000000.0,84752907.0,177512032.0,2010,10,5.7,1342.0,"[27, 53]",Horror,177.512032,3.0,84.752907,5817.07
66,2015-08-28,War Room,3000000.0,67790117.0,73975239.0,2015,8,7.5,171.0,"[18, 10749]",Drama,73.975239,3.0,67.790117,2365.84
67,2013-06-07,The Purge,3000000.0,64473115.0,91266581.0,2013,6,6.2,4797.0,"[878, 27, 53]",Sci-Fi,91.266581,3.0,64.473115,2942.22
68,1964-12-22,Goldfinger,3000000.0,51100000.0,124900000.0,1964,12,,,,,124.9,3.0,51.1,4063.33
69,2012-10-12,Sinister,3000000.0,48086903.0,87727807.0,2012,10,6.8,2935.0,"[27, 53, 9648]",Horror,87.727807,3.0,48.086903,2824.26
70,2000-08-18,The Original Kings of Comedy,3000000.0,38168022.0,38236338.0,2000,8,,,,,38.236338,3.0,38.168022,1174.54
71,1957-12-18,The Bridge on the River Kwai,3000000.0,33300000.0,33300000.0,1957,12,,,,,33.3,3.0,33.3,1010.0
72,1978-01-01,Coming Home,3000000.0,32653000.0,32653000.0,1978,1,7.3,76.0,"[18, 10751]",Drama,32.653,3.0,32.653,988.43
73,1998-11-20,Waking Ned Devine,3000000.0,24793251.0,55193251.0,1998,11,,,,,55.193251,3.0,24.793251,1739.78
74,1997-08-01,Air Bud,3000000.0,24646936.0,27788649.0,1997,8,,,,,27.788649,3.0,24.646936,826.29
75,2002-10-11,Bowling for Columbine,3000000.0,21576018.0,58240487.0,2002,10,,,,,58.240487,3.0,21.576018,1841.35
76,1985-11-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000.0,21163999.0,21163999.0,1985,11,,,,,21.163999,3.0,21.163999,605.47
77,1986-03-07,A Room with a View,3000000.0,20966644.0,20966644.0,1986,3,,,,,20.966644,3.0,20.966644,598.89
78,1975-06-10,Love and Death,3000000.0,20123742.0,20123742.0,1975,6,,,,,20.123742,3.0,20.123742,570.79
79,1986-08-01,Friday the 13th Part VI: Jason Lives,3000000.0,19472057.0,19472057.0,1986,8,,,,,19.472057,3.0,19.472057,549.07
80,2002-08-02,Martin Lawrence Live: RunTelDat,3000000.0,19184820.0,19184820.0,2002,8,,,,,19.18482,3.0,19.18482,539.49
81,1960-06-15,The Apartment,3000000.0,18600000.0,24600000.0,1960,6,,,,,24.6,3.0,18.6,720.0
82,1958-09-20,Cat on a Hot Tin Roof,3000000.0,17570324.0,17570324.0,1958,9,,,,,17.570324,3.0,17.570324,485.68
83,1970-05-26,Beneath the Planet of the Apes,3000000.0,17489009.0,17489009.0,1970,5,,,,,17.489009,3.0,17.489009,482.97
84,2001-04-06,Pokemon 3: The Movie,3000000.0,17052128.0,68452128.0,2001,4,,,,,68.452128,3.0,17.052128,2181.74
85,1993-08-13,Jason Goes to Hell: The Final Friday,3000000.0,15935068.0,15935068.0,1993,8,,,,,15.935068,3.0,15.935068,431.17
86,1990-04-27,Spaced Invaders,3000000.0,15000000.0,15000000.0,1990,4,,,,,15.0,3.0,15.0,400.0
87,1976-04-09,Family Plot,3000000.0,13200000.0,13200000.0,1976,4,,,,,13.2,3.0,13.2,340.0
88,1966-07-16,Torn Curtain,3000000.0,13000000.0,13000000.0,1966,7,,,,,13.0,3.0,13.0,333.33
89,2018-06-01,Upgrade,3000000.0,11977130.0,16553285.0,2018,6,7.4,1326.0,"[28, 53, 878]",Action,16.553285,3.0,11.97713,451.78
90,2006-03-03,Dave Chappelle's Block Party,3000000.0,11718595.0,12051924.0,2006,3,,,,,12.051924,3.0,11.718595,301.73
91,1985-10-25,Krush Groove,3000000.0,11052713.0,11052713.0,1985,10,,,,,11.052713,3.0,11.052713,268.42
92,1960-07-07,Elmer Gantry,3000000.0,10400000.0,10400000.0,1960,7,,,,,10.4,3.0,10.4,246.67
93,2009-05-08,Next Day Air,3000000.0,10027047.0,10172519.0,2009,5,,,,,10.172519,3.0,10.027047,239.08
94,1961-12-19,Judgment at Nuremberg,3000000.0,10000000.0,10000000.0,1961,12,,,,,10.0,3.0,10.0,233.33
95,1998-11-04,Belly,3000000.0,9639390.0,9639390.0,1998,11,,,,,9.63939,3.0,9.63939,221.31
96,1999-05-12,Trippinâ,3000000.0,9017070.0,9017070.0,1999,5,,,,,9.01707,3.0,9.01707,200.57
97,1948-08-26,Red River,3000000.0,9012000.0,9012000.0,1948,8,,,,,9.012,3.0,9.012,200.4
98,2001-08-08,The Deep End,3000000.0,8823109.0,9981635.0,2001,8,,,,,9.981635,3.0,8.823109,232.72
99,2013-05-24,Before Midnight,3000000.0,8110621.0,23251930.0,2013,5,7.4,1039.0,"[10749, 18]",Romance,23.25193,3.0,8.110621,675.06
100,1987-11-20,Teen Wolf Too,3000000.0,7888000.0,7888000.0,1987,11,,,,,7.888,3.0,7.888,162.93
1,2009-07-31,The Collector,3000000.0,7712114.0,10473836.0,2009,7,,,,,10.473836,3.0,7.712114,249.13
2,1988-07-08,Phantasm II,3000000.0,7282851.0,7282851.0,1988,7,,,,,7.282851,3.0,7.282851,142.76
3,2017-10-27,Let There Be Light,3000000.0,7233471.0,7241309.0,2017,10,6.2,23.0,[18],Drama,7.241309,3.0,7.233471,141.38
4,2006-04-07,Phat Girlz,3000000.0,7061128.0,7301115.0,2006,4,,,,,7.301115,3.0,7.061128,143.37
5,2004-10-01,Woman Thou Art Loosed,3000000.0,6879730.0,6879730.0,2004,10,,,,,6.87973,3.0,6.87973,129.32
6,2002-10-18,Real Women Have Curves,3000000.0,5853194.0,7777790.0,2002,10,,,,,7.77779,3.0,5.853194,159.26
7,1981-08-28,Gallipoli,3000000.0,5732587.0,5732587.0,1981,8,,,,,5.732587,3.0,5.732587,91.09
8,2006-04-28,Water,3000000.0,5529144.0,11322573.0,2006,4,,,,,11.322573,3.0,5.529144,277.42
9,2016-07-22,Donât Think Twice,3000000.0,4417983.0,4417983.0,2016,7,,,,,4.417983,3.0,4.417983,47.27
10,2016-06-24,Swiss Army Man,3000000.0,4210454.0,5837111.0,2016,6,6.9,1789.0,"[35, 18, 10749, 14, 12]",Comedy,5.837111,3.0,4.210454,94.57
11,2000-04-14,East is East,3000000.0,4170647.0,30438635.0,2000,4,,,,,30.438635,3.0,4.170647,914.62
12,2000-09-01,Whipped,3000000.0,4142507.0,4142507.0,2000,9,,,,,4.142507,3.0,4.142507,38.08
13,1997-02-28,Kama Sutra,3000000.0,4109095.0,4109095.0,1997,2,,,,,4.109095,3.0,4.109095,36.97
14,2013-05-17,Frances Ha,3000000.0,4067398.0,11262769.0,2013,5,7.4,624.0,"[35, 18]",Comedy,11.262769,3.0,4.067398,275.43
14,2013-05-17,Frances Ha,3000000.0,4067398.0,11262769.0,2013,5,7.4,624.0,"[35, 18]",Comedy,11.262769,3.0,4.067398,275.43
15,2010-04-30,Please Give,3000000.0,4033574.0,4570178.0,2010,4,6.3,81.0,"[35, 18]",Comedy,4.570178,3.0,4.033574,52.34
16,1971-06-30,Willy Wonka & the Chocolate Factory,3000000.0,4000000.0,4000000.0,1971,6,,,,,4.0,3.0,4.0,33.33
17,1993-09-24,Warlock: The Armageddon,3000000.0,3902679.0,3902679.0,1993,9,,,,,3.902679,3.0,3.902679,30.09
18,1997-04-18,8 Heads in a Duffel Bag,3000000.0,3602884.0,4002884.0,1997,4,,,,,4.002884,3.0,3.602884,33.43
19,1978-09-13,Days of Heaven,3000000.0,3446749.0,3660880.0,1978,9,,,,,3.66088,3.0,3.446749,22.03
20,2002-05-24,Thirteen Conversations About One Thing,3000000.0,3287435.0,3705923.0,2002,5,,,,,3.705923,3.0,3.287435,23.53
21,2016-04-22,Compadres,3000000.0,3127773.0,7445044.0,2016,4,5.1,21.0,"[28, 35]",Action,7.445044,3.0,3.127773,148.17
22,1999-02-19,Jawbreaker,3000000.0,3076820.0,3076820.0,1999,2,,,,,3.07682,3.0,3.07682,2.56
23,1996-08-09,Basquiat,3000000.0,2962051.0,2962051.0,1996,8,,,,,2.962051,3.0,2.962051,-1.26
24,2006-02-24,Tsotsi,3000000.0,2912606.0,11537539.0,2006,2,,,,,11.537539,3.0,2.912606,284.58
25,2010-04-09,Letters to God,3000000.0,2848587.0,3237452.0,2010,4,6.9,71.0,"[18, 10751]",Drama,3.237452,3.0,2.848587,7.92
26,1998-10-16,Happiness,3000000.0,2746453.0,5746453.0,1998,10,,,,,5.746453,3.0,2.746453,91.55
27,2003-04-04,DysFunkTional Family,3000000.0,2255000.0,2255000.0,2003,4,,,,,2.255,3.0,2.255,-24.83
28,2014-09-19,Tusk,3000000.0,1821983.0,1887554.0,2014,9,5.3,601.0,"[35, 27, 18, 53]",Comedy,1.887554,3.0,1.821983,-37.08
29,2017-05-12,The Wall,3000000.0,1803064.0,4495262.0,2017,5,6.7,61.0,"[878, 18]",Sci-Fi,4.495262,3.0,1.803064,49.84
29,2017-05-12,The Wall,3000000.0,1803064.0,4495262.0,2017,5,6.1,407.0,"[53, 10752, 18]",Thriller,4.495262,3.0,1.803064,49.84
30,2003-10-24,Elephant,3000000.0,1266955.0,10051516.0,2003,10,,,,,10.051516,3.0,1.266955,235.05
31,2012-04-06,Damsels in Distress,3000000.0,1007535.0,1324299.0,2012,4,5.5,103.0,"[35, 10749]",Comedy,1.324299,3.0,1.007535,-55.86
32,2005-03-25,Oldboy,3000000.0,707391.0,6239723.0,2005,3,5.9,1032.0,"[18, 53, 9648, 28]",Drama,6.239723,3.0,0.707391,107.99
33,2011-05-06,Hobo with a Shotgun,3000000.0,703372.0,834953.0,2011,5,5.9,300.0,"[80, 28, 53]",Crime,0.834953,3.0,0.703372,-72.17
34,2015-05-08,The D Train,3000000.0,669688.0,772366.0,2015,5,4.6,125.0,"[18, 35]",Drama,0.772366,3.0,0.669688,-74.25
35,2012-09-07,Bachelorette,3000000.0,446770.0,12577401.0,2012,9,5.4,755.0,"[35, 10749]",Comedy,12.577401,3.0,0.44677,319.25
36,2010-01-15,Fish Tank,3000000.0,374675.0,5922292.0,2010,1,,,,,5.922292,3.0,0.374675,97.41
37,2008-09-05,Everybody Wants to Be Italian,3000000.0,351416.0,351416.0,2008,9,,,,,0.351416,3.0,0.351416,-88.29
38,2011-09-09,Creature,3000000.0,331000.0,331000.0,2011,9,4.1,23.0,[27],Horror,0.331,3.0,0.331,-88.97
39,2016-12-09,The Bounce Back,3000000.0,321910.0,421404.0,2016,12,6.1,31.0,[10749],Romance,0.421404,3.0,0.32191,-85.95
40,1996-08-23,Freeway,3000000.0,295493.0,295493.0,1996,8,,,,,0.295493,3.0,0.295493,-90.15
41,2006-10-06,Love's Abiding Joy,3000000.0,252726.0,252726.0,2006,10,,,,,0.252726,3.0,0.252726,-91.58
42,1993-02-12,Dead Alive,3000000.0,242623.0,242623.0,1993,2,,,,,0.242623,3.0,0.242623,-91.91
43,2010-10-01,Chain Letter,3000000.0,205842.0,1022453.0,2010,10,4.1,63.0,"[27, 53]",Horror,1.022453,3.0,0.205842,-65.92
44,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000.0,201436.0,223652.0,2012,3,5.7,61.0,[35],Comedy,0.223652,3.0,0.201436,-92.54
45,2007-11-09,Holly,3000000.0,163069.0,163069.0,2007,11,,,,,0.163069,3.0,0.163069,-94.56
46,2010-03-26,The Eclipse,3000000.0,133411.0,133411.0,2010,3,,,,,0.133411,3.0,0.133411,-95.55
47,2008-03-21,The Grand,3000000.0,115879.0,115879.0,2008,3,,,,,0.115879,3.0,0.115879,-96.14
48,2006-03-17,Sommersturm,3000000.0,95204.0,95204.0,2006,3,,,,,0.095204,3.0,0.095204,-96.83
49,2014-08-15,Fort McCoy,3000000.0,78948.0,78948.0,2014,8,,,,,0.078948,3.0,0.078948,-97.37
50,1999-08-04,The Gambler,3000000.0,51773.0,101773.0,1999,8,5.8,783.0,"[53, 80, 18]",Thriller,0.101773,3.0,0.051773,-96.61
51,2000-10-13,Just Looking,3000000.0,39852.0,39852.0,2000,10,,,,,0.039852,3.0,0.039852,-98.67
52,2015-09-04,Before We Go,3000000.0,37151.0,483938.0,2015,9,6.5,985.0,"[18, 10749, 35]",Drama,0.483938,3.0,0.037151,-83.87
53,2012-01-13,The Divide,3000000.0,18000.0,156362.0,2012,1,5.9,302.0,"[27, 878, 18]",Horror,0.156362,3.0,0.018,-94.79
54,2011-09-09,Tanner Hall,3000000.0,5073.0,5073.0,2011,9,5.9,66.0,[18],Drama,0.005073,3.0,0.005073,-99.83
55,2005-09-30,My Big Fat Independent Movie,3000000.0,4655.0,4655.0,2005,9,,,,,0.004655,3.0,0.004655,-99.84
75,1946-01-18,The Harvey Girls,2931000.0,4100000.0,4100000.0,1946,1,,,,,4.1,2.931,4.1,39.88
76,1950-02-15,Cinderella,2900000.0,85000000.0,263591415.0,1950,2,6.7,4517.0,"[10749, 14, 10751, 18]",Romance,263.591415,2.9,85.0,8989.36
77,1998-11-20,Central do Brasil,2900000.0,5969553.0,17006158.0,1998,11,,,,,17.006158,2.9,5.969553,486.42
78,1961-12-19,Pocketful of Miracles,2900000.0,5000000.0,5000000.0,1961,12,,,,,5.0,2.9,5.0,72.41
79,2006-03-24,Boynton Beach Club,2900000.0,3127472.0,3127472.0,2006,3,,,,,3.127472,2.9,3.127472,7.84
80,2010-10-01,Freakonomics,2900000.0,101270.0,172867.0,2010,10,6.6,57.0,[99],Documentary,0.172867,2.9,0.10127,-94.04
81,2011-08-19,Griff the Invisible,2900000.0,20778.0,25935.0,2011,8,6.0,44.0,"[10749, 35, 18]",Romance,0.025935,2.9,0.020778,-99.11
82,1959-03-29,Some Like it Hot,2883848.0,25000000.0,25019542.0,1959,3,8.2,1562.0,"[35, 10749]",Comedy,25.019542,2.883848,25.0,767.57
82,1959-03-29,Some Like it Hot,2883848.0,25000000.0,25019542.0,1959,3,8.2,1562.0,"[35, 10749]",Comedy,25.019542,2.883848,25.0,767.57
83,2005-06-10,High Tension,2850000.0,3681066.0,6435262.0,2005,6,,,,,6.435262,2.85,3.681066,125.8
84,1974-12-15,Young Frankenstein,2800000.0,86300000.0,86300000.0,1974,12,,,,,86.3,2.8,86.3,2982.14
